mean_J_RD,mean_delta_phi,warn_rate,block_rate,memory_candidate_rate,replay_pass_rate,false_memory_rate,auc,f1_warn,precision_warn,recall_warn,false_memory_candidate_rate,memory_selectivity,block_false_positive,missed_warning,governance_harm,mean_prediction_loss,code_dim,field_dim,topology
528.4817369026282,0.1409488161326318,0.09871244635193133,0.17167381974248927,0.19742489270386265,0.008583690987124463,0.0,0.41358024691358025,0.4230769230769231,0.9565217391304348,0.2716049382716049,0.5432098765432098,0.013157894736842105,0.02631578947368421,0.7283950617283951,0.227729044834308,277.01634170466735,8,16,q4
