mean_J_RD,mean_anomaly_score,mean_delta_phi,warn_rate,block_rate,memory_candidate_rate,replay_pass_rate,false_memory_rate,auc,f1_warn,precision_warn,recall_warn,false_memory_candidate_rate,memory_selectivity,block_false_positive,missed_warning,governance_harm,mean_prediction_loss,code_dim,field_dim,topology,replay_false_memory_rate,anomaly_ablation,best_baseline_prediction_loss,baseline_gap
746.9958673969377,9.731525201696652,0.18758574221283197,0.8,0.4,0.2,0.8461538461538461,0.0,1.0,0.6086956521739131,0.4375,1.0,0.0,0.3076923076923077,0.07692307692307693,0.0,0.026923076923076925,169.26374990940093,8,16,q4,0.25,"{'prediction_loss': 1.0, 'reconstruction_loss': 0.5, 'delta_phi': 0.49450549450549447, 'code_drift': 0.7802197802197802, 'rate': 0.5164835164835164, 'combined_multiscale': 1.0}",169.2637481689453,-1.7404556160727225e-06
