mean_J_RD,mean_delta_phi,warn_rate,block_rate,memory_candidate_rate,replay_pass_rate,false_memory_rate,auc,f1_warn,precision_warn,recall_warn,false_memory_candidate_rate,memory_selectivity,block_false_positive,missed_warning,governance_harm,mean_prediction_loss,code_dim,field_dim,topology
537.6694138251295,0.24303276634706958,0.14634146341463414,0.1951219512195122,0.21951219512195122,0.024390243902439025,0.0,0.39743589743589747,0.47619047619047616,0.8333333333333334,0.3333333333333333,0.5333333333333333,0.038461538461538464,0.038461538461538464,0.6666666666666666,0.21346153846153845,271.1925674066311,8,16,q4
